,assists_round,deaths_round,dmg_round,gnd_dmg_round,hs_percentage,impact,kast,kd_ratio,kills_round,maps_played,player_age,player_country,player_id,player_link,player_nick,rating_1,rounds_played,save_team_round,saved_by_round,total_deaths,total_kills
273,0.15,0.74,67.2,5.6,34.7%,0.72,70.0%,0.83,0.61,3,22,Australia,12582,https://www.hltv.org/stats/players/12582/setzzzah,SETZZZAH,0.87,80,0.09,0.05,59,49
274,0.11,0.76,55.1,3.3,49.1%,0.63,61.4%,0.63,0.48,18,24,Poland,18052,https://www.hltv.org/stats/players/18052/mdn,MdN,0.73,466,0.05,0.12,356,226
275,0.12,0.94,33.5,0.0,75.0%,0.12,29.4%,0.25,0.24,1,-,Australia,14960,https://www.hltv.org/stats/players/14960/optical,optical,0.29,17,0.12,0.12,16,4
276,0.12,0.78,61.6,3.6,42.1%,0.75,62.9%,0.68,0.53,10,24,Japan,18220,https://www.hltv.org/stats/players/18220/hakuja,hakuja,0.78,237,0.08,0.10,184,126
277,0.12,0.82,75.0,2.5,54.8%,0.88,62.8%,0.78,0.64,11,34,China,13350,https://www.hltv.org/stats/players/13350/agonibb,Agonibb,0.90,258,0.10,0.13,212,166
278,0.11,0.68,92.5,6.6,43.5%,1.03,82.1%,1.21,0.82,1,24,Slovakia,18797,https://www.hltv.org/stats/players/18797/heikkol,heikkoL,1.25,28,0.14,0.04,19,23
279,0.15,0.68,79.5,1.7,37.4%,1.05,72.5%,1.08,0.73,324,26,Indonesia,8953,https://www.hltv.org/stats/players/8953/sys,Sys,1.05,8237,0.11,0.11,5582,6017
280,0.15,0.73,-,-,56.8%,-,-,0.81,0.59,3,-,Germany,8103,https://www.hltv.org/stats/players/8103/tier,tieR,0.82,74,-,-,54,44
281,0.13,0.71,75.4,3.8,56.5%,0.98,73.8%,0.95,0.68,12,23,Denmark,13839,https://www.hltv.org/stats/players/13839/zik,Zik,1.04,282,0.09,0.11,200,191
282,0.16,0.72,77.4,4.8,38.8%,1.02,69.4%,0.93,0.67,20,23,Singapore,9539,https://www.hltv.org/stats/players/9539/exie,ExiE,0.96,516,0.12,0.11,369,345
283,0.22,0.85,91.7,2.3,52.4%,1.38,64.8%,0.91,0.78,2,22,Lithuania,14193,https://www.hltv.org/stats/players/14193/goquu,goquu,1.09,54,0.11,0.15,46,42
284,0.14,0.84,58.3,7.8,40.0%,0.65,60.5%,0.69,0.58,2,33,Montenegro,19781,https://www.hltv.org/stats/players/19781/che,Che,0.69,43,0.16,0.07,36,25
285,0.15,0.78,86.7,4.7,63.2%,1.25,73.9%,1.06,0.83,2,-,Denmark,17823,https://www.hltv.org/stats/players/17823/deejay,DeeJay,1.13,46,0.07,0.09,36,38
286,0.06,0.67,82.8,1.1,36.4%,1.41,67.4%,1.29,0.86,14,24,Tunisia,11862,https://www.hltv.org/stats/players/11862/haiden,Haiden,1.22,316,0.15,0.07,211,272
287,0.15,0.55,75.5,11.1,38.5%,0.92,65.0%,1.18,0.65,1,-,Kuwait,17268,https://www.hltv.org/stats/players/17268/nem00,Nem00,1.09,20,0.15,0.10,11,13
288,0.13,0.75,63.9,0.7,50.0%,0.85,67.9%,0.80,0.60,4,-,Brazil,17243,https://www.hltv.org/stats/players/17243/johnny,Johnny,0.87,106,0.12,0.11,80,64
289,0.13,0.67,69.6,3.8,48.6%,0.91,68.4%,0.95,0.64,826,28,Russia,1950,https://www.hltv.org/stats/players/1950/tonyblack,tonyblack,0.94,21699,0.08,0.08,14553,13828
290,0.09,0.85,-,-,61.5%,-,-,0.67,0.57,2,-,Poland,8228,https://www.hltv.org/stats/players/8228/drizzzed,DrizzzeD,0.70,46,-,-,39,26
291,0.12,0.66,77.5,3.6,37.9%,1.23,70.2%,1.10,0.73,46,31,Netherlands,9650,https://www.hltv.org/stats/players/9650/ketchup,ketchup,1.08,1178,0.13,0.08,778,858
292,0.12,0.71,-,-,31.0%,-,-,1.01,0.72,10,-,Belgium,10113,https://www.hltv.org/stats/players/10113/fmz,FMz,1.01,238,-,-,170,171
293,0.03,0.89,48.0,2.0,41.2%,0.44,45.9%,0.52,0.46,2,21,Finland,13823,https://www.hltv.org/stats/players/13823/g3neral,g3neraL,0.47,37,0.08,0.11,33,17
294,0.10,0.78,46.4,1.5,35.3%,0.59,48.0%,0.44,0.34,2,-,Sweden,11011,https://www.hltv.org/stats/players/11011/helblinde,Helblinde,0.57,50,0.02,0.18,39,17
295,0.11,0.71,77.2,2.0,39.7%,1.18,68.1%,1.06,0.75,22,22,India,19131,https://www.hltv.org/stats/players/19131/skrossi,SkRossi,1.09,583,0.09,0.10,412,438
296,0.13,0.75,66.0,4.9,42.9%,0.71,59.6%,0.68,0.51,4,24,China,18746,https://www.hltv.org/stats/players/18746/white,White,0.77,109,0.06,0.09,82,56
297,0.13,0.73,-,-,38.0%,-,-,0.68,0.49,4,-,Serbia,6660,https://www.hltv.org/stats/players/6660/mak1,mak1,0.75,102,-,-,74,50
298,0.09,0.77,77.6,2.8,41.9%,1.00,64.3%,0.89,0.68,6,20,United States,17452,https://www.hltv.org/stats/players/17452/cavern,cavern,0.96,154,0.08,0.05,118,105
299,0.15,0.72,71.2,3.7,46.2%,0.77,65.3%,0.78,0.56,64,28,Russia,5615,https://www.hltv.org/stats/players/5615/brain,brain,0.82,1634,0.10,0.09,1184,923
300,0.15,0.72,73.7,3.5,48.8%,0.98,64.8%,0.87,0.63,46,26,Sweden,7772,https://www.hltv.org/stats/players/7772/kallberg,Kallberg,0.90,1165,0.09,0.12,836,730
301,0.06,0.88,52.6,0.8,63.2%,0.42,50.6%,0.49,0.43,4,19,Czech Republic,16429,https://www.hltv.org/stats/players/16429/lueg,lueg,0.56,89,0.04,0.11,78,38
302,0.15,0.74,73.8,2.7,44.3%,1.00,71.2%,0.95,0.70,17,-,Algeria,9369,https://www.hltv.org/stats/players/9369/ggta,GGta,0.96,433,0.10,0.13,322,305
303,0.13,0.69,80.6,3.5,44.9%,1.15,69.5%,1.08,0.75,150,21,Peru,12339,https://www.hltv.org/stats/players/12339/tor1towow,tor1towOw,1.10,3857,0.09,0.08,2668,2886
